1789066540.194923906,2190, 14.73, 0
1789066542.252394140,2190, 33.85, 96
1789066544.295133555,2190, 24.90, 96
1789066546.326807827,2190, 28.61, 96
1789066548.372909434,2190, 34.90, 96
1789066550.431379978,2190, 11.01, 0
1789066552.468292673,2190, 31.53, 96
1789066554.515766036,2190, 32.09, 96
1789066556.556108522,2190, 11.69, 0
1789066558.591266226,2190, 29.97, 96
1789066560.648635558,2190, 33.26, 96
1789066562.685161521,2190, 20.52, 96
1789066564.717605419,2190, 35.60, 96
1789066566.774403006,2190, 23.38, 0
1789066568.808931482,2190, 28.02, 96
1789066570.852848628,2190, 36.15, 96
1789066572.904320765,2190, 15.64, 0
1789066574.940685109,2190, 33.40, 96
1789066576.997768044,2190, 34.74, 96
1789066579.061153108,2190, 10.96, 0
1789066581.092430130,2190, 34.41, 96
1789066583.145663933,2190, 36.20, 96
1789066585.205888360,2190, 11.66, 47
1789066587.237892805,2190, 33.61, 96
1789066589.297514902,2190, 36.18, 96
1789066591.354501749,2190, 28.52, 96
1789066593.407066453,2190, 10.84, 0
1789066595.439198908,2190, 10.66, 0
1789066597.476452021,2190, 10.52, 0
1789066599.511368782,2190, 10.38, 0
1789066601.542541654,2190, 10.34, 0
1789066603.574836598,2190, 10.32, 0
1789066605.605985812,2190, 10.30, 0
1789066607.638818441,2190, 10.20, 0
1789066609.676137636,2190, 10.21, 0
1789066611.711650476,2190, 10.14, 0
1789066613.742711268,2190, 10.07, 0
1789066615.777238563,2190, 10.06, 0
1789066617.812805691,2190, 10.02, 0
1789066619.861872443,2190, 10.03, 0
1789066621.904019726,2190, 10.03, 0
1789066623.938380361,2190, 10.00, 0
1789066625.971533216,2190, 9.99, 0
1789066628.006635055,2190, 9.96, 0
1789066630.047394784,2190, 9.87, 0
1789066632.078047132,2190, 9.92, 0
1789066634.108099268,2197, 9.94, 0
1789066636.137828855,2190, 9.88, 0
1789066638.167987300,2190, 9.86, 0
1789066640.198932572,2190, 9.79, 0
1789066642.233559961,2190, 9.77, 0
1789066644.265197285,2190, 9.77, 0
1789066646.295271472,2190, 9.76, 0
1789066648.330149471,2190, 9.75, 0
1789066650.363985675,2190, 9.74, 0
1789066652.399558960,2190, 9.76, 0
1789066654.433626080,2190, 9.79, 0
1789066656.464398674,2190, 9.65, 0
1789066658.493886928,2197, 9.69, 0
1789066660.524391257,2190, 9.69, 0
1789066662.554861867,2197, 9.62, 0
1789066664.585232330,2190, 9.62, 0
1789066666.620063533,2190, 9.56, 0
1789066668.652150832,2190, 9.58, 0
1789066670.683456318,2190, 9.62, 0
1789066672.715587592,2190, 9.58, 0
1789066674.746418541,2190, 9.56, 0
1789066676.780257595,2190, 9.59, 0
1789066678.812004727,2190, 9.59, 0
1789066680.844025612,2190, 9.52, 0
1789066682.878621258,2190, 9.49, 0
1789066684.911013447,2190, 9.43, 0
1789066686.942040001,2190, 9.48, 0
1789066688.973112839,2190, 9.43, 0
1789066691.004917240,2190, 9.40, 0
1789066693.034988006,2190, 9.43, 0
1789066695.066767822,2190, 9.44, 0
1789066697.099403263,2190, 9.40, 0
1789066699.131305405,2190, 9.40, 0
1789066701.163028439,2190, 9.41, 0
1789066703.199011975,2190, 9.49, 0
1789066705.234899537,2190, 9.43, 0
1789066707.269306218,2190, 9.43, 0
1789066709.304419391,2190, 9.39, 0
1789066711.335461925,2190, 9.35, 0
1789066713.366762422,2190, 9.34, 0
1789066715.397077876,2190, 9.38, 0
1789066717.427592446,2190, 9.36, 0
1789066719.458424803,2190, 9.37, 0
1789066721.490947954,2197, 9.34, 0
1789066723.528015398,2190, 9.29, 0
1789066725.563257687,2190, 9.36, 0
1789066727.598449988,2190, 9.31, 0
1789066729.630447139,2190, 9.35, 0
1789066731.661264303,2190, 9.31, 0
1789066733.692681574,2190, 9.33, 0
1789066735.724121402,2190, 9.30, 0
1789066737.755409529,2190, 9.31, 0
1789066739.786629014,2190, 9.32, 0
1789066741.817746861,2190, 9.30, 0
1789066743.853608874,2190, 9.26, 0
1789066745.914708394,2190, 9.37, 0
1789066747.945389254,2190, 9.30, 0
1789066749.979263595,2190, 9.35, 0
1789066752.016553814,2190, 9.31, 0
1789066754.052740525,2190, 9.30, 0
1789066756.084470792,2190, 9.41, 0
1789066758.115798688,2190, 9.33, 0
1789066760.147769666,2190, 9.34, 0
1789066762.178972547,2190, 9.36, 0
1789066764.210671629,2190, 9.34, 0
1789066766.241434294,2190, 9.29, 0
1789066768.273362041,2190, 9.29, 0
1789066770.309963728,2190, 9.32, 0
1789066772.340551245,2190, 9.32, 0
1789066774.372356501,2190, 9.30, 0
1789066776.408254755,2190, 9.34, 0
1789066778.438575557,2190, 9.30, 0
1789066780.469918387,2197, 9.34, 0
1789066782.500473742,2197, 9.26, 0
1789066784.531412947,2190, 9.31, 0
1789066786.562779461,2190, 9.28, 0
1789066788.594099507,2190, 9.28, 0
1789066790.626636284,2190, 9.28, 0
1789066792.659067649,2190, 9.28, 0
1789066794.691439555,2190, 9.29, 0
1789066796.723366097,2190, 9.35, 0
1789066798.755421676,2197, 9.25, 0
1789066800.789389826,2190, 9.26, 0
1789066802.820511671,2190, 9.23, 0
1789066804.853692933,2190, 9.19, 0
1789066806.885704162,2190, 9.18, 0
1789066808.916353375,2190, 9.20, 0
1789066810.948941635,2190, 9.22, 0
1789066812.981769973,2190, 9.14, 0
1789066815.013399427,2190, 9.18, 0
1789066817.045233502,2190, 9.19, 0
1789066819.075708871,2190, 9.15, 0
1789066821.111089414,2190, 9.96, 0
1789066823.147763007,2190, 10.23, 0
1789066825.179674844,2190, 10.34, 0
1789066827.216138335,2190, 10.28, 0
1789066829.246867351,2190, 10.34, 0
1789066831.283505826,2190, 10.29, 0
1789066833.320104010,2190, 9.93, 0
1789066835.353034437,2190, 9.93, 0
1789066837.382914673,2190, 10.06, 0
1789066839.413777145,2190, 10.06, 0
1789066841.445838299,2190, 10.16, 0
1789066843.475040622,2190, 9.24, 0
1789066845.509852565,2190, 9.31, 0
1789066847.543762618,2190, 9.38, 0
1789066849.577414652,2197, 9.30, 0
1789066851.608051376,2190, 9.38, 0
1789066853.692231128,2190, 9.36, 0
1789066855.724222403,2190, 9.27, 0
1789066857.758940694,2197, 9.31, 0
1789066859.793563863,2197, 9.44, 0
1789066861.823825563,2190, 9.34, 0
1789066863.854976442,2190, 9.25, 0
1789066865.894044442,2190, 9.30, 0
1789066867.950311385,2190, 9.25, 0
1789066869.982567645,2190, 9.24, 0
1789066872.016174396,2190, 9.24, 0
1789066874.044905488,2190, 9.18, 0
1789066876.073263185,2190, 10.10, 0
1789066878.107267014,2197, 10.08, 0
1789066880.140926120,2190, 10.17, 0
1789066882.174932855,2190, 10.19, 0
1789066884.210178657,2190, 10.19, 0
1789066886.244815672,2190, 9.59, 0
1789066888.277436784,2190, 9.09, 0
1789066890.307723368,2190, 9.13, 0
1789066892.344582995,2190, 9.10, 0
1789066894.379381822,2197, 9.08, 0
1789066896.414508613,2190, 9.09, 0
1789066898.450282087,2190, 9.07, 0
1789066900.481269713,2190, 9.12, 0
1789066902.512050199,2190, 9.12, 0
1789066904.542955528,2197, 9.09, 0
1789066906.573138170,2190, 9.10, 0
1789066908.604406534,2190, 9.11, 0
1789066910.635788079,2190, 9.11, 0
1789066912.665856311,2190, 9.12, 0
1789066914.699812983,2197, 9.10, 0
1789066916.731027704,2190, 9.07, 0
1789066918.761411368,2197, 9.98, 0
1789066920.793747250,2190, 10.10, 0
1789066922.830489409,2190, 10.10, 0
1789066924.862001478,2197, 10.11, 0
1789066926.897995664,2197, 10.08, 0
1789066928.932597883,2190, 9.25, 0
1789066930.968382976,2190, 9.04, 0
1789066933.000023097,2190, 9.03, 0
1789066935.030606146,2197, 9.05, 0
1789066937.062348262,2190, 9.02, 0
1789066939.094249751,2190, 9.03, 0
1789066941.124551272,2190, 9.04, 0
1789066943.156498099,2190, 9.07, 0
1789066945.188468940,2190, 8.97, 0
1789066947.223497389,2190, 9.02, 0
